year,sex,name,n,prop
1985,Female,Harley,16,8.669211080118681e-6
1985,Male,Casey,3492,0.0018155765235349046
1985,Male,Jaime,1182,6.145508163855261e-4
1985,Male,Jessie,1131,5.880346644095009e-4
1985,Male,Kerry,525,2.729603879884951e-4
1985,Male,Riley,333,1.7313487466698833e-4
1985,Male,Harley,226,1.1750294797219028e-4
1985,Male,Quinn,172,8.94270223505165e-5
1985,Male,Marion,154,8.006838047662523e-5
1985,Male,Peyton,57,2.9635699267322326e-5
1986,Female,Casey,3423,0.0018555520741743796
1986,Female,Jessie,1276,6.916986405628129e-4
1986,Female,Jaime,1218,6.602577932645032e-4
1986,Female,Kerry,697,3.778322511538249e-4
1986,Female,Marion,162,8.781753900562357e-5
1986,Female,Riley,98,5.312419026266118e-5
1986,Female,Quinn,74,4.011418448405027e-5
1986,Female,Peyton,32,1.73466743714812e-5
1986,Female,Harley,17,9.215420759849387e-6
1986,Male,Casey,3761,0.0019583615163477103
1986,Male,Jaime,1211,6.305705387655084e-4
1986,Male,Jessie,1117,5.816245184154194e-4
1986,Male,Kerry,481,2.504578275360938e-4
1986,Male,Riley,403,2.098430446924029e-4
1986,Male,Quinn,241,1.2548926494012185e-4
1986,Male,Harley,203,1.0570257586242628e-4
1986,Male,Marion,164,8.539518444058083e-5
1986,Male,Peyton,75,3.9052675811241236e-5
1987,Female,Casey,3581,0.0019113202894574753
1987,Female,Jessie,1221,6.516956362545594e-4
1987,Female,Jaime,1108,5.913830998935724e-4
1987,Female,Kerry,669,3.5707156482743676e-4
1987,Female,Marion,150,8.00608889747616e-5
1987,Female,Riley,89,4.750279412502522e-5
1987,Female,Quinn,82,4.3766619306203014e-5
1987,Female,Peyton,29,1.5478438535120577e-5
1987,Female,Harley,15,8.00608889747616e-6
1987,Male,Casey,3926,0.0020143022643712718
1987,Male,Jaime,1183,6.069586293304163e-4
1987,Male,Jessie,1162,5.961842157920066e-4
1987,Male,Riley,476,2.442200402039545e-4
1987,Male,Kerry,409,2.0984453034331385e-4
1987,Male,Quinn,269,1.3801510675391548e-4
1987,Male,Harley,189,9.696972184568782e-5
1987,Male,Marion,137,7.029022165533985e-5
1987,Male,Peyton,80,4.104538490822765e-5
1988,Female,Casey,3149,0.0016381733404846268
1988,Female,Jessie,1160,6.034554064662328e-4
1988,Female,Jaime,950,4.942091690887251e-4
1988,Female,Kerry,598,3.110916664369028e-4
1988,Female,Marion,175,9.103853114792305e-5
1988,Female,Riley,121,6.294664153656393e-5
1988,Female,Quinn,92,4.786025637490812e-5
1988,Female,Peyton,42,2.184924747550153e-5
1988,Female,Harley,35,1.820770622958461e-5
1988,Male,Casey,4038,0.0020181301858898815
1988,Male,Jaime,1254,6.267298794219691e-4
1988,Male,Jessie,1082,5.407669294534055e-4
1988,Male,Riley,528,2.638862650197765e-4
1988,Male,Kerry,421,2.104093135858445e-4
1988,Male,Quinn,267,1.334424862884097e-4
1988,Male,Harley,228,1.1395088716763075e-4
1988,Male,Marion,168,8.39638115972016e-5
1988,Male,Peyton,80,3.998276742723886e-5
1989,Female,Casey,3079,0.0015458480249143107
1989,Female,Jessie,1148,5.763668504714611e-4
1989,Female,Jaime,865,4.3428338471935e-4
1989,Female,Kerry,560,2.811545612055908e-4
1989,Female,Riley,168,8.434636836167723e-5
1989,Female,Marion,152,7.631338089866035e-5
1989,Female,Harley,81,4.066699903152295e-5
1989,Female,Quinn,78,3.9160813882207286e-5
1989,Female,Peyton,35,1.7572160075349423e-5
1989,Male,Casey,3850,0.001837525516547514
1989,Male,Jaime,1396,6.66281979506579e-4
1989,Male,Jessie,1133,5.407575091554112e-4
1989,Male,Riley,677,3.23118123299394e-4
1989,Male,Kerry,408,1.9472997681854173e-4
1989,Male,Quinn,361,1.7229784713601365e-4
1989,Male,Harley,269,1.2838814648085227e-4
1989,Male,Marion,149,7.111462388716353e-5
1989,Male,Peyton,107,5.106889097937246e-5
1990,Female,Casey,3261,0.0015878642568396
1990,Female,Jessie,1116,5.434089269037085e-4
1990,Female,Jaime,882,4.2946834545615675e-4
1990,Female,Kerry,555,2.702436867666292e-4
1990,Female,Riley,238,1.1588828369451848e-4
1990,Female,Marion,166,8.082964324911793e-5
1990,Female,Harley,156,7.596038763170119e-5
1990,Female,Quinn,96,4.674485392720073e-5
1990,Female,Peyton,62,3.0189384827983805e-5
1990,Male,Casey,4130,0.0019201594894700407
1990,Male,Jaime,1436,6.676389895590747e-4
1990,Male,Jessie,1255,5.834867213764894e-4
1990,Male,Riley,813,3.7798781233393296e-4
1990,Male,Kerry,402,1.8690172270386353e-4
1990,Male,Quinn,363,1.6876946602363796e-4
1990,Male,Harley,292,1.3575946027245809e-4
1990,Male,Marion,136,6.323043355155581e-5
1990,Male,Peyton,121,5.625648867454598e-5
1991,Female,Casey,3070,0.0015100999617310173
1991,Female,Jessie,1116,5.48948389997334e-4
1991,Female,Jaime,740,3.639980363781605e-4
1991,Female,Kerry,477,2.3463116669240888e-4
1991,Female,Harley,316,1.5543699931824153e-4
1991,Female,Riley,285,1.4018843292942668e-4
1991,Female,Marion,158,7.771849965912076e-5
1991,Female,Quinn,107,5.263214850332861e-5
1991,Female,Peyton,67,3.295657896937399e-5
1991,Male,Casey,4108,0.00193866128548156
1991,Male,Jaime,1445,6.81929298325427e-4
1991,Male,Jessie,1176,5.549819064572333e-4
1991,Male,Riley,864,4.077418088257225e-4
1991,Male,Quinn,476,2.2463553356602304e-4
1991,Male,Kerry,414,1.9537628339565867e-4
1991,Male,Harley,350,1.6517318644560517e-4
1991,Male,Marion,144,6.795696813762042e-5
1991,Male,Peyton,126,5.946234712041786e-5
1992,Female,Casey,3007,0.001500374719459366
1992,Female,Jessie,1096,5.468608887686948e-4
1992,Female,Jaime,684,3.412890948154993e-4
1992,Female,Harley,456,2.2752606321033289e-4
1992,Female,Kerry,438,2.1854477124150394e-4
1992,Female,Riley,425,2.1205828259734973e-4
1992,Female,Peyton,398,1.9858634464410633e-4
1992,Female,Marion,174,8.681915569867965e-5
1992,Female,Quinn,109,5.4386712477908517e-5
1992,Male,Casey,3573,0.0017027072234721027
1992,Male,Jaime,1429,6.809875797205807e-4
1992,Male,Riley,1067,5.084770801692509e-4
1992,Male,Jessie,1048,4.994226616845126e-4
1992,Male,Harley,556,2.649608777639208e-4
1992,Male,Quinn,486,2.316024938727797e-4
1992,Male,Kerry,288,1.3724592229498057e-4
1992,Male,Peyton,187,8.911453982347696e-5
1992,Male,Marion,130,6.195128436926206e-5
1993,Female,Casey,2579,0.0013084536046907478
1993,Female,Jessie,1108,5.621429212862925e-4
1993,Female,Harley,718,3.642767305808286e-4
1993,Female,Jaime,654,3.31806381336855e-4
1993,Female,Peyton,617,3.1303446068018276e-4
1993,Female,Riley,552,2.800567622292721e-4
1993,Female,Kerry,372,1.8873390498059644e-4
1993,Female,Quinn,131,6.646274610875842e-5
1993,Female,Marion,116,5.885250800470211e-5
1993,Male,Casey,3181,0.001540580567859644
1993,Male,Jaime,1427,6.911060893856372e-4
1993,Male,Riley,1376,6.664064323718548e-4
1993,Male,Jessie,1082,5.240201742924033e-4
1993,Male,Harley,727,3.520911891964669e-4
1993,Male,Quinn,550,2.6636885014863385e-4
1993,Male,Kerry,296,1.43354872079992e-4
1993,Male,Peyton,242,1.1720229406539888e-4
1993,Male,Marion,100,4.843070002702433e-5
1994,Female,Casey,2691,0.0013807966134308256
1994,Female,Jessie,1255,6.439612597011097e-4
1994,Female,Harley,858,4.4025399268808927e-4
1994,Female,Riley,755,3.8740298890385476e-4
1994,Female,Peyton,585,3.0017317683278815e-4
1994,Female,Jaime,574,2.9452889487524857e-4
1994,Female,Kerry,339,1.7394650760053877e-4
1994,Female,Quinn,159,8.158553011352704e-5
1994,Female,Marion,123,6.311333461612469e-5
1994,Male,Casey,3046,0.0014947661103251238
1994,Male,Riley,1587,7.787898283276335e-4
1994,Male,Jaime,1394,6.840787780017147e-4
1994,Male,Jessie,984,4.82879137412975e-4
1994,Male,Harley,789,3.8718662542564766e-4
1994,Male,Quinn,592,2.905126517769118e-4
1994,Male,Peyton,357,1.7519090656141473e-4
1994,Male,Kerry,235,1.1532174521549709e-4
1994,Male,Marion,86,4.220285144056489e-5
1995,Female,Casey,2638,0.0013732180829604875
1995,Female,Jessie,1138,5.923889986387546e-4
1995,Female,Riley,969,5.044155884718394e-4
1995,Female,Harley,752,3.914556476066287e-4
1995,Female,Jaime,603,3.138932918973366e-4
1995,Female,Peyton,588,3.0608500105411924e-4
1995,Female,Kerry,297,1.546041586957031e-4
1995,Female,Quinn,200,1.0411054457623104e-4
1995,Female,Marion,108,5.6219694071164764e-5
1995,Male,Casey,2629,0.0013074573808182226
1995,Male,Riley,1918,9.538620222173264e-4
1995,Male,Jaime,1299,6.460202121273759e-4
1995,Male,Jessie,903,4.4908102505852225e-4
1995,Male,Harley,652,3.2425340901235495e-4
1995,Male,Quinn,605,3.0087931357741527e-4
1995,Male,Peyton,453,2.2528649429846134e-4
1995,Male,Kerry,206,1.0244816297016123e-4
1995,Male,Marion,90,4.4758906152012184e-5
1996,Female,Casey,2550,0.0013304269157364984
1996,Female,Riley,1148,5.989529801041177e-4
1996,Female,Peyton,1104,5.759965941070957e-4
1996,Female,Jessie,979,5.10779588433738e-4
1996,Female,Harley,730,3.808673131324093e-4
1996,Female,Jaime,499,2.6034628664804417e-4
1996,Female,Kerry,289,1.5078171711680315e-4
1996,Female,Quinn,194,1.0121679280505124e-4
1996,Female,Marion,115,5.999964521948914e-5
1996,Male,Casey,2463,0.0012295886045142826
1996,Male,Riley,2393,0.001194642927569094
1996,Male,Jaime,1312,6.549818307441083e-4
1996,Male,Jessie,874,4.3632173785849895e-4
1996,Male,Quinn,790,3.943869255242725e-4
1996,Male,Peyton,772,3.854008943097954e-4
1996,Male,Harley,603,3.010320456849827e-4
1996,Male,Kerry,181,9.03595361011308e-5
1996,Male,Marion,117,5.840920289410112e-5
1997,Female,Casey,2194,0.0011495571794666243
1997,Female,Riley,1669,8.744808261302626e-4
1997,Female,Peyton,1303,6.827133112329132e-4
1997,Female,Jessie,846,4.4326589509059445e-4
1997,Female,Harley,700,3.6676847111514907e-4
1997,Female,Jaime,422,2.2110899258656128e-4
1997,Female,Kerry,272,1.425157487761722e-4
1997,Female,Quinn,206,1.07934721499601e-4
1997,Female,Marion,128,6.706623471819868e-5
1997,Male,Riley,2833,0.001418583189413654
1997,Male,Casey,2097,0.0010500419866574064
1997,Male,Jaime,1212,6.06891219756212e-4
1997,Male,Peyton,1121,5.613243047415129e-4
1997,Male,Quinn,909,4.55168414817159e-4
1997,Male,Jessie,753,3.7705370336338915e-4
1997,Male,Harley,566,2.8341619668483165e-4
1997,Male,Kerry,188,9.413824200838932e-5
1997,Male,Marion,131,6.559632820797341e-5
1998,Female,Casey,2103,0.0010853067630145208
1998,Female,Riley,1877,9.686737014637449e-4
1998,Female,Peyton,1417,7.312789744134931e-4
1998,Female,Harley,825,4.257622822096908e-4
1998,Female,Jessie,744,3.8396016722910294e-4
1998,Female,Jaime,434,2.2397676421697673e-4
1998,Female,Quinn,282,1.455332891916761e-4
1998,Female,Kerry,199,1.0269902322391329e-4
1998,Female,Marion,124,6.399336120485049e-5
1998,Male,Riley,3013,0.001486575429518168
1998,Male,Casey,1974,9.739461990935492e-4
1998,Male,Peyton,1452,7.163981160505741e-4
1998,Male,Jaime,1294,6.384429491525089e-4
1998,Male,Quinn,815,4.02110512796982e-4
1998,Male,Jessie,642,3.167545389149233e-4
1998,Male,Harley,539,2.65935664291501e-4
1998,Male,Kerry,150,7.400806983993535e-5
1998,Male,Marion,132,6.51271014591431e-5
1999,Female,Riley,2312,0.001188180685691262
1999,Female,Casey,1802,9.260820050240719e-4
1999,Female,Peyton,1355,6.963602202040052e-4
1999,Female,Harley,754,3.874949122020812e-4
1999,Female,Jessie,739,3.797861274765756e-4
1999,Female,Jaime,380,1.952892130461417e-4
1999,Female,Quinn,334,1.7164893988792454e-4
1999,Female,Kerry,200,1.0278379634007458e-4
1999,Female,Marion,102,5.2419736133438034e-5
1999,Male,Riley,2970,0.0014573682970872262
1999,Male,Casey,2043,0.0010024927376933344
1999,Male,Peyton,1381,6.776517233257438e-4
1999,Male,Jaime,1322,6.487006359425296e-4
1999,Male,Quinn,990,4.857894323624087e-4
1999,Male,Jessie,581,2.850946062652116e-4
1999,Male,Harley,494,2.424040197848787e-4
1999,Male,Kerry,150,7.360445944884981e-5
1999,Male,Marion,107,5.25045144068462e-5
2e3,Female,Riley,2552,0.0012795436962668109
2e3,Female,Peyton,1967,9.862313677730474e-4
2e3,Female,Casey,1517,7.606064997009217e-4
2e3,Female,Harley,756,3.7904977836117126e-4
2e3,Female,Jessie,719,3.604984003196854e-4
2e3,Female,Jaime,314,1.574360190547722e-4
2e3,Female,Quinn,297,1.4891241292760299e-4
2e3,Female,Kerry,182,9.125272442028197e-5
2e3,Female,Marion,141,7.069579199593273e-5
2e3,Male,Riley,3420,0.001638734705142752
2e3,Male,Peyton,2001,9.588035511668558e-4
2e3,Male,Casey,1822,8.730335183538287e-4
2e3,Male,Jaime,1262,6.047026894415652e-4
2e3,Male,Quinn,937,4.4897497623355514e-4
2e3,Male,Harley,534,2.558726118556227e-4
2e3,Male,Jessie,533,2.553934496611365e-4
2e3,Male,Kerry,135,6.468689625563494e-5
2e3,Male,Marion,102,4.8874543837590846e-5
2001,Female,Riley,3044,0.0015377069072036315
2001,Female,Peyton,1884,9.517213578093436e-4
2001,Female,Casey,1283,6.481202240283374e-4
2001,Female,Harley,820,4.142311642269967e-4
2001,Female,Jessie,610,3.0814757338837556e-4
2001,Female,Quinn,306,1.5457894665056216e-4
2001,Female,Jaime,296,1.4952734708681832e-4
2001,Female,Kerry,148,7.476367354340916e-5
2001,Female,Marion,120,6.061919476492634e-5
2001,Male,Riley,3650,0.0017658519074345267
2001,Male,Peyton,2114,0.0010227427211826274
2001,Male,Casey,1556,7.527850871145545e-4
2001,Male,Jaime,1339,6.478015627547483e-4
2001,Male,Quinn,937,4.53315955415384e-4
2001,Male,Jessie,593,2.86890460577719e-4
2001,Male,Harley,528,2.5544378277409045e-4
2001,Male,Kerry,142,6.869889612485008e-5
2001,Male,Marion,106,5.128227457207119e-5
2002,Female,Riley,3905,0.001978661867208227
2002,Female,Peyton,1702,8.624026883453016e-4
2002,Female,Casey,1031,5.224072689095217e-4
2002,Female,Harley,870,4.408286362282094e-4
2002,Female,Jessie,675,3.420222177632659e-4
2002,Female,Quinn,336,1.702510595088257e-4
2002,Female,Jaime,270,1.3680888710530635e-4
2002,Female,Kerry,141,7.14446410438822e-5
2002,Female,Marion,130,6.587094564329566e-5
2002,Male,Riley,3958,0.0019165446027576355
2002,Male,Peyton,1764,8.541649012795525e-4
2002,Male,Casey,1398,6.769402108780128e-4
2002,Male,Jaime,1262,6.110862275594078e-4
2002,Male,Quinn,914,4.4257750553827155e-4
2002,Male,Jessie,652,3.157117435568414e-4
2002,Male,Harley,576,2.7891098817291513e-4
2002,Male,Kerry,130,6.294866052513709e-5
2002,Male,Marion,120,5.810645586935732e-5
2003,Female,Riley,4242,0.0021157824804033253
2003,Female,Peyton,1700,8.47909056267245e-4
2003,Female,Harley,993,4.952786428666907e-4
2003,Female,Casey,987,4.922860226681005e-4
2003,Female,Jessie,618,3.0823988045479845e-4
2003,Female,Quinn,394,1.9651539304076147e-4
2003,Female,Jaime,265,1.3217405877107054e-4
2003,Female,Marion,119,5.935363393870715e-5
2003,Female,Kerry,100,4.987700330983794e-5
2003,Male,Riley,4076,0.0019413064382694557
2003,Male,Peyton,1768,8.420583373062802e-4
2003,Male,Jaime,1261,6.005857258728615e-4
2003,Male,Casey,1253,5.967755071520186e-4
2003,Male,Quinn,1072,5.105693085929482e-4
2003,Male,Jessie,627,2.9862589224606204e-4
2003,Male,Harley,612,2.914817321444816e-4
2003,Male,Marion,158,7.52518197366472e-5
2003,Male,Kerry,112,5.3343062091800554e-5
2004,Female,Riley,4981,0.0024706569189554095
2004,Female,Peyton,2391,0.0011859748430480595
2004,Female,Harley,876,4.345102310790883e-4
2004,Female,Casey,817,4.0524527259316797e-4
2004,Female,Jessie,607,3.0108186103311257e-4
2004,Female,Quinn,401,1.9890251445515343e-4
2004,Female,Jaime,255,1.2648414260863871e-4
2004,Female,Marion,112,5.555381949869622e-5
2004,Female,Kerry,86,4.2657397115070315e-5
2004,Male,Riley,4109,0.0019458357741125706
2004,Male,Peyton,2481,0.0011748889159341172
2004,Male,Casey,1269,6.009407635309934e-4
2004,Male,Jaime,1194,5.654241699416912e-4
2004,Male,Quinn,1034,4.896554369511799e-4
2004,Male,Jessie,570,2.699261112786968e-4
2004,Male,Harley,558,2.642434563044085e-4
2004,Male,Kerry,172,8.145138796479973e-5
2004,Male,Marion,137,6.487697762312538e-5
2005,Female,Riley,5124,0.002527240336412976
2005,Female,Peyton,2462,0.0012142985379095914
2005,Female,Harley,841,4.1479491079689945e-4
2005,Female,Casey,769,3.7928333698313395e-4
2005,Female,Jessie,507,2.5006066560526516e-4
2005,Female,Quinn,406,2.0024581900539973e-4
2005,Female,Jaime,197,9.716361168488608e-5
2005,Female,Marion,103,5.080127920580338e-5
2005,Female,Kerry,80,3.945730423751719e-5
2005,Male,Riley,4110,0.001933771843152754
2005,Male,Peyton,2841,0.0013367021426756627
2005,Male,Jaime,1255,5.904826431038214e-4
2005,Male,Casey,1101,5.180250119978545e-4
2005,Male,Quinn,1084,5.100264423303127e-4
2005,Male,Jessie,590,2.775974178735097e-4
2005,Male,Harley,484,2.277239834758961e-4
2005,Male,Marion,166,7.810368028305526e-5
2005,Male,Kerry,120,5.6460491770883325e-5
2006,Female,Riley,5052,0.0024192378251569127
2006,Female,Peyton,2534,0.0012134498513356328
2006,Female,Harley,834,3.993753654356424e-4
2006,Female,Casey,770,3.68727855378231e-4
2006,Female,Quinn,545,2.60982702832644e-4
2006,Female,Jessie,529,2.5332082531829116e-4
2006,Female,Jaime,207,9.912554034194001e-5
2006,Female,Marion,97,4.645013243076416e-5
2006,Female,Kerry,73,3.4957316159234884e-05
2006,Male,Riley,4391,0.0020049624075256177
2006,Male,Peyton,2685,0.0012259904496028887
2006,Male,Jaime,1240,5.661929823119486e-4
2006,Male,Quinn,1232,5.625401243615489e-4
2006,Male,Casey,1070,4.885697508659557e-4
2006,Male,Jessie,546,2.493075551147774e-4
2006,Male,Harley,493,2.2510737119337955e-4
2006,Male,Marion,155,7.077412278899357e-5
2006,Male,Kerry,99,4.5204117136195894e-5
2007,Female,Riley,5207,0.002463212649947538
2007,Female,Peyton,2774,0.001312262702315051
2007,Female,Casey,696,3.2924832040781375e-4
2007,Female,Harley,668,3.16002698322442e-4
2007,Female,Quinn,523,2.4740929823748075e-4
2007,Female,Jessie,495,2.3416367615210893e-4
2007,Female,Jaime,181,8.56234856232964e-5
2007,Female,Marion,113,5.34555462731077e-5
2007,Female,Kerry,44,2.0814548991298572e-5
2007,Male,Riley,3969,0.0017938861431447922
2007,Male,Peyton,3371,0.001523605489680296
2007,Male,Quinn,1320,5.966061247042393e-4
2007,Male,Jaime,1227,5.545725113728043e-4
2007,Male,Casey,985,4.451947218436937e-4
2007,Male,Jessie,533,2.4090232156618148e-4
2007,Male,Harley,416,1.8802132414921482e-4
2007,Male,Marion,146,6.598825318698404e-5
2007,Male,Kerry,87,3.932176731005214e-5
2008,Female,Riley,5763,0.002770742345481714
2008,Female,Peyton,4730,0.0022740953139213094
2008,Female,Harley,777,3.735670314834794e-4
2008,Female,Casey,675,3.245273439528296e-4
2008,Female,Quinn,599,2.8798796892999247e-4
2008,Female,Jessie,493,2.3702515639814072e-4
2008,Female,Jaime,125,6.009765628756104e-5
2008,Female,Marion,96,4.6155000028846874e-5
2008,Female,Kerry,37,1.7788906261118067e-5
2008,Male,Riley,4125,0.0018944534536230906
2008,Male,Peyton,3220,0.001478821847434267
2008,Male,Quinn,1216,5.58461915055922e-4
2008,Male,Jaime,1040,4.776319010346701e-4
2008,Male,Casey,975,4.477799072200032e-4
2008,Male,Jessie,488,2.241195843316529e-4
2008,Male,Harley,420,1.9288980618707832e-4
2008,Male,Marion,140,6.429660206235944e-5
2008,Male,Kerry,85,3.903722268071823e-5
2009,Female,Riley,5631,0.0027851433302717036
2009,Female,Peyton,5311,0.0026268684473580214
2009,Female,Harley,759,3.7540823791089024e-4
2009,Female,Quinn,630,3.1160367573631204e-4
2009,Female,Casey,569,2.8143252618089136e-4
2009,Female,Jessie,421,2.082303928333133e-4
2009,Female,Jaime,136,6.726682523831498e-5
2009,Female,Marion,110,5.44069910015783e-5
2009,Female,Kerry,32,1.5827488291368232e-5
2009,Male,Riley,3783,0.00178633320520969
2009,Male,Peyton,2704,0.001276829232589744
2009,Male,Quinn,1339,6.322760142151137e-4
2009,Male,Jaime,961,4.5378435374213903e-4
2009,Male,Casey,828,3.90981732464611e-4
2009,Male,Harley,462,2.1815647391141337e-4
2009,Male,Jessie,459,2.1673987343146913e-4
2009,Male,Marion,119,5.619181903778829e-5
2009,Male,Kerry,70,3.3054011198699e-5
2010,Female,Riley,5535,0.0028285210999497664
2010,Female,Peyton,4967,0.0025382591334147226
2010,Female,Quinn,1276,6.520673755259082e-4
2010,Female,Harley,716,3.658936057026256e-4
2010,Female,Casey,484,2.473359010615514e-4
2010,Female,Jessie,419,2.141193027784918e-4
2010,Female,Marion,98,5.008040971907445e-5
2010,Female,Jaime,84,4.2926065473492386e-5
2010,Female,Kerry,30,1.5330737669104424e-5
2010,Male,Riley,3640,0.0017749361461845213
2010,Male,Peyton,2641,0.0012878039456245387
2010,Male,Quinn,1236,6.026980979901286e-4
2010,Male,Jaime,814,3.9692253378961545e-4
2010,Male,Casey,706,3.4425959318853624e-4
2010,Male,Harley,441,2.1504034078774007e-4
2010,Male,Jessie,406,1.9797364707442738e-4
2010,Male,Marion,124,6.0464857727165005e-5
2010,Male,Kerry,65,3.1695288324723594e-5
2011,Female,Riley,5030,0.0026017124750820084
2011,Female,Peyton,4671,0.0024160236523077653
2011,Female,Quinn,1689,8.736167734420501e-4
2011,Female,Harley,712,3.6827421118457057e-4
2011,Female,Casey,464,2.3999892414275383e-4
2011,Female,Jessie,407,2.105162976855621e-4
2011,Female,Marion,111,5.7413535732426026e-5
2011,Female,Jaime,91,4.706875451937629e-5
2011,Female,Kerry,35,1.8103367122837036e-5
2011,Male,Riley,3454,0.0017040843260257685
2011,Male,Peyton,2291,0.0011303002868920196
2011,Male,Quinn,1129,5.570096132261414e-4
2011,Male,Jaime,763,3.76437851985426e-4
2011,Male,Casey,642,3.167406303730583e-4
2011,Male,Harley,363,1.7909166483710305e-4
2011,Male,Jessie,332,1.6379733533310802e-4
2011,Male,Marion,102,5.0323277722822345e-5
2011,Male,Kerry,61,3.0095293540119247e-5
2012,Female,Riley,4820,0.0024921783344906624
2012,Female,Peyton,4464,0.0023081087313623063
2012,Female,Quinn,2106,0.0010889061353604429
2012,Female,Harley,756,3.908893819242616e-4
2012,Female,Jessie,447,2.311211028044245e-4
2012,Female,Casey,355,1.835525536813662e-4
2012,Female,Marion,109,5.635838972188427e-5
2012,Female,Jaime,83,4.291510410015041e-5
2012,Female,Kerry,27,1.3960335068723627e-5
2012,Male,Riley,2876,0.0014212512644738084
2012,Male,Peyton,2074,0.001024921808942517
2012,Male,Quinn,984,4.862695564124574e-4
2012,Male,Jaime,731,3.6124293266006746e-4
2012,Male,Casey,556,2.7476206642817715e-4
2012,Male,Harley,381,1.8828120019628687e-4
2012,Male,Jessie,338,1.6703161592216523e-4
2012,Male,Marion,109,5.386522525300595e-5
2012,Male,Kerry,53,2.619134805880106e-5
2013,Female,Riley,4925,0.002563831598170283
2013,Female,Peyton,4556,0.0023717394439114335
2013,Female,Quinn,2646,0.0013774413012707756
2013,Female,Harley,875,4.555030758170554e-4
2013,Female,Jessie,479,2.493553980758509e-4
2013,Female,Casey,377,1.96256753809177e-4
2013,Female,Marion,140,7.288049213072886e-5
2013,Female,Jaime,90,4.685174494118284e-5
2013,Female,Kerry,39,2.0302422807845897e-5
2013,Male,Riley,2549,0.0012659177108790953
2013,Male,Peyton,1842,9.147981261040774e-4
2013,Male,Quinn,882,4.380303730856657e-4
2013,Male,Jaime,685,3.4019365710167914e-4
2013,Male,Casey,556,2.761279902898301e-4
2013,Male,Harley,400,1.986532304243382e-4
2013,Male,Jessie,322,1.5991585049159225e-4
2013,Male,Marion,96,4.767677530184117e-5
2013,Male,Kerry,71,3.5260948400320034e-5
2014,Female,Riley,4782,0.0024553888905719124
2014,Female,Peyton,4441,0.002280297378299846
2014,Female,Quinn,2547,0.0013077949611640864
2014,Female,Harley,943,4.841973491863893e-4
2014,Female,Jessie,506,2.598132117585503e-4
2014,Female,Casey,352,1.8073962557116544e-4
2014,Female,Marion,141,7.23985431975407e-5
2014,Female,Jaime,74,3.799639855757456e-5
2014,Female,Kerry,37,1.899819927878728e-5
2014,Male,Riley,2439,0.0011957089784556676
2014,Male,Peyton,1838,9.010713826984489e-4
2014,Male,Quinn,874,4.284746400862048e-4
2014,Male,Jaime,618,3.0297177067880384e-4
2014,Male,Casey,521,2.5541794906740585e-4
2014,Male,Harley,407,1.995299525344226e-4
2014,Male,Jessie,281,1.3775900899796743e-4
2014,Male,Marion,82,4.0200137857058114e-5
2014,Male,Kerry,62,3.0395226184604916e-5
2015,Female,Riley,5707,0.0029491878752049626
2015,Female,Peyton,3888,0.0020091891464511817
2015,Female,Quinn,3077,0.0015900913075180777
2015,Female,Harley,1123,5.803290667347421e-4
2015,Female,Jessie,466,2.408133081909081e-4
2015,Female,Casey,341,1.76217463719098e-4
2015,Female,Marion,146,7.544794634307421e-5
2015,Female,Jaime,68,3.51401393926647e-5
2015,Female,Kerry,26,1.3435935650136504e-5
2015,Male,Riley,2069,0.0010207847362832976
2015,Male,Peyton,1372,6.769051030356135e-4
2015,Male,Quinn,938,4.627820602386337e-4
2015,Male,Jaime,605,2.984894951432552e-4
2015,Male,Casey,515,2.5408609917153133e-4
2015,Male,Harley,386,1.9044123161206036e-4
2015,Male,Jessie,232,1.1446208739377721e-4
2015,Male,Marion,77,3.7989572109141574e-5
2015,Male,Kerry,62,3.0589006113854257e-05
